"","WINS","bt_H","bt_2B","bt_3B","bt_HR","bt_BB","bt_SO","br_SB","br_CS","ph_H","ph_HR","ph_BB","ph_SO","fd_E","fd_DP","bt_1B","BB"
"965",55,1348,267,37,125,365,1041,65,44,1356,126,367,1047,143,149,919,0.994550408719346
"966",43,1312,201,39,153,443,1099,98,63,1312,153,443,1099,138,194,919,1
"967",72,1531,284,54,201,518,1144,86,50,1531,201,518,1144,144,160,992,1
"968",71,1521,283,45,168,384,1038,66,28,1521,168,384,1038,110,171,1025,1
"969",95,1548,294,40,203,430,1133,60,40,1548,203,430,1133,106,162,1011,1
"970",82,1413,228,86,37,238,601,558,96,2758,72,465,1173,736,86,1062,0.511827956989247
"971",66,1539,271,79,21,274,625,245,96,2544,35,453,1033,734,112,1168,0.60485651214128
"972",62,1376,224,99,38,324,677,266,96,2064,57,486,1016,668,137,1015,0.666666666666667
"973",115,1660,232,107,70,493,561,256,193,2186,92,649,739,491,121,1251,0.759630200308166
"974",103,1834,278,165,72,460,337,349,200,2396,94,601,440,502,108,1319,0.765391014975042
"975",84,1577,219,89,63,380,490,239,200,1950,78,470,606,573,113,1206,0.808510638297872
"976",64,1356,197,31,94,498,1054,117,56,1356,94,498,1054,122,130,1034,1
"977",72,1469,254,34,132,492,1051,92,37,2069,186,693,1481,134,156,1049,0.70995670995671
"978",76,1448,242,33,163,586,1038,148,60,1640,185,664,1176,130,162,1010,0.882530120481928
"979",80,1413,240,30,150,553,1122,99,46,1413,150,553,1122,111,187,993,1
"980",92,1410,272,28,136,686,1074,115,58,1410,136,686,1074,119,167,974,1
"981",54,1381,277,36,114,525,1120,115,57,1381,114,525,1120,129,177,954,1
"982",64,1465,266,44,128,479,1145,92,46,1465,128,479,1145,127,150,1027,1
"983",79,1450,276,29,161,543,1191,169,55,1459,162,546,1198,126,145,984,0.994505494505495
"984",79,1433,280,32,146,595,1130,177,73,1433,146,595,1130,106,163,975,1
"985",91,1459,292,44,157,515,978,150,74,1459,157,515,978,78,162,966,1
"986",83,1447,275,32,148,499,968,96,43,1447,148,499,968,86,153,992,1
"987",83,1499,306,32,128,512,918,96,38,1499,128,512,918,103,177,1033,1
"988",78,1454,309,42,182,497,1249,110,58,1454,182,497,1249,126,166,921,1
"989",112,1694,229,52,5,93,186,433,201,4036,12,222,443,803,64,1408,0.418918918918919
"990",87,1779,176,87,11,84,271,251,201,4969,31,235,757,874,89,1505,0.357446808510638
"992",65,1387,172,48,106,499,816,43,30,1404,107,505,826,175,151,1061,0.988118811881188
"993",66,1184,170,39,62,456,938,39,30,1184,62,456,938,162,100,913,1
"994",66,1214,162,41,70,381,872,40,48,1214,70,381,872,149,124,941,1
"995",65,1299,188,42,97,502,877,90,37,1299,97,502,877,166,130,972,1
"996",72,1405,203,35,112,491,885,90,47,1405,112,491,885,174,126,1055,1
"997",69,1372,259,46,93,537,934,88,38,1372,93,537,934,157,120,974,1
"998",72,1233,205,28,66,479,988,44,51,1233,66,479,988,152,129,934,1
"999",81,1284,208,40,104,699,972,101,58,1284,104,699,972,150,136,932,1
"1000",79,1446,250,47,129,598,911,114,41,1446,129,598,911,138,144,1020,1
"1001",79,1319,230,52,71,478,888,101,51,1319,71,478,888,104,152,966,1
"1002",89,1439,247,40,142,555,960,118,59,1524,150,588,1016,121,160,1010,0.943877551020408
"1003",82,1391,216,35,134,469,962,92,48,1391,134,469,962,112,140,1006,1
"1004",81,1441,222,41,110,471,864,108,65,1441,110,471,864,108,161,1068,1
"1005",64,1410,219,54,85,526,767,134,62,1419,86,529,772,138,167,1052,0.994328922495274
"1006",80,1401,195,50,66,530,719,150,57,1401,66,530,719,140,155,1090,1
"1007",81,1405,263,60,114,515,839,187,72,1405,114,515,839,142,136,968,1
"1008",74,1408,231,45,70,434,743,178,59,1408,70,434,743,132,109,1062,1
"1009",89,1382,224,52,49,461,745,190,95,1382,49,461,745,137,146,1057,1
"1010",92,1446,230,67,75,537,750,193,74,1437,75,534,745,139,144,1074,1.00561797752809
"1011",90,1396,236,52,66,501,719,119,63,2056,97,738,1059,128,119,1042,0.678861788617886
"1012",77,1342,236,48,74,435,830,140,61,1342,74,435,830,136,154,984,1
"1013",85,1412,239,60,97,517,869,164,95,1412,97,517,869,147,165,1016,1
"1014",80,1465,222,67,79,494,837,105,61,1465,79,494,837,133,160,1097,1
"1015",83,1457,261,42,121,477,873,96,56,1457,121,477,873,152,159,1033,1
"1016",96,1388,244,32,125,536,916,163,75,1388,125,536,916,130,108,987,1
"1017",76,1386,238,28,122,526,936,162,46,1386,122,526,936,115,113,998,1
"1018",82,1338,239,31,96,474,840,198,71,1338,96,474,840,138,124,972,1
"1019",86,1316,239,28,97,530,860,144,62,1316,97,530,860,140,121,952,1
"1020",75,1301,209,32,94,548,997,179,83,1301,94,548,997,131,124,966,1
"1021",65,1345,240,43,79,502,1027,125,68,1345,79,502,1027,161,129,983,1
"1022",81,1350,255,38,96,506,1025,139,54,1350,96,506,1025,112,125,961,1
"1023",85,1459,288,37,138,497,911,103,60,1459,138,497,911,125,141,996,1
"1024",93,1548,355,35,169,555,1011,175,62,2181,238,782,1424,101,155,989,0.709718670076726
"1025",86,1578,293,25,123,637,1116,198,68,1775,138,717,1256,136,135,1137,0.888423988842399
"1026",82,1445,297,29,129,554,1057,180,63,1445,129,554,1057,138,130,990,1
"1027",84,1427,314,40,133,633,1085,171,74,1427,133,633,1085,131,169,940,1
"1028",102,1578,326,28,166,621,1122,155,51,1578,166,621,1122,108,144,1058,1
"1029",97,1463,293,23,168,728,1138,166,75,1463,168,728,1138,106,168,979,1
"1030",72,1547,289,36,249,673,1129,114,52,1547,249,673,1129,133,149,973,1
"1031",93,1500,313,29,208,581,1119,64,49,1500,208,581,1119,110,138,950,1
"1032",84,1441,291,32,167,589,1120,71,27,1441,167,589,1120,83,149,951,1
"1033",87,1466,308,30,191,557,1021,66,30,1466,191,557,1021,95,149,937,1
"1034",89,1400,281,32,161,481,1037,115,44,1400,161,481,1037,89,146,926,1
"1035",82,1407,275,27,174,585,1076,79,36,1407,174,585,1076,80,164,931,1
"1036",65,1463,205,41,8,173,532,175,98,3950,22,467,1436,783,100,1209,0.370449678800857
"1037",44,1347,195,94,30,189,848,375,171,2039,45,286,1284,780,52,1028,0.660839160839161
"1039",60,1320,216,40,41,283,590,420,171,1584,49,340,708,539,100,1023,0.832352941176471
"1040",71,1639,276,42,75,456,540,305,201,1981,91,551,653,507,84,1246,0.827586206896552
"1041",53,1227,174,75,23,353,741,315,193,1506,28,433,909,622,127,955,0.815242494226328
"1042",65,1485,192,90,21,508,740,558,96,1756,25,601,875,722,91,1182,0.845257903494176
"1043",72,1469,242,83,42,428,666,183,136,1576,45,459,715,299,145,1102,0.932461873638344
"1044",86,1277,212,70,30,390,533,152,98,1352,32,413,564,260,102,965,0.944309927360775
"1045",69,1311,179,32,98,522,901,129,70,1311,98,522,901,156,114,1002,1
"1046",65,1341,202,41,97,514,958,97,53,1341,97,514,958,152,162,1001,1
"1047",86,1331,226,40,80,493,824,131,46,1339,80,496,829,133,179,985,0.993951612903226
"1048",80,1385,231,27,82,562,748,89,46,1457,86,591,787,122,173,1045,0.95093062605753
"1049",88,1440,239,40,114,644,696,105,69,1440,114,644,696,167,192,1047,1
"1050",77,1448,232,42,89,550,768,146,76,1448,89,550,768,152,166,1085,1
"1051",90,1490,259,57,65,484,650,218,106,1490,65,484,650,139,147,1109,1
"1052",102,1549,299,77,146,522,687,170,87,1549,146,522,687,137,145,1027,1
"1053",85,1596,286,79,116,528,675,207,76,1596,116,528,675,146,160,1115,1
"1054",79,1497,266,46,96,473,659,157,83,2355,151,744,1036,113,148,1089,0.635752688172043
"1055",79,1515,273,54,109,397,722,182,47,1515,109,397,722,164,178,1079,1
"1056",91,1384,261,49,154,473,840,128,48,1384,154,473,840,127,160,920,1
"1057",76,1403,264,45,137,474,919,97,46,1403,137,474,919,123,153,957,1
"1058",83,1443,239,40,168,523,1034,125,43,1443,168,523,1034,131,151,996,1
"1059",85,1428,277,40,122,489,950,138,54,1437,123,492,956,125,148,989,0.99390243902439
"1060",92,1428,227,41,101,554,897,154,51,1428,101,554,897,111,139,1059,1
"1061",82,1475,290,41,117,523,969,119,68,1475,117,523,969,125,141,1027,1
"1062",72,1411,284,42,75,439,741,131,71,1411,75,439,741,122,164,1010,1
"1063",84,1455,294,35,125,428,936,100,75,1455,125,428,936,96,150,1001,1
"1064",90,1481,297,54,141,530,983,197,87,2086,199,747,1385,113,144,989,0.7095046854083
"1065",79,1434,270,39,134,534,955,135,60,1613,151,601,1074,101,189,991,0.888519134775374
"1066",75,1486,288,38,124,532,949,196,86,1495,125,535,955,112,185,1036,0.994392523364486
"1067",67,1487,258,35,159,564,1068,131,66,1496,160,568,1075,89,169,1035,0.992957746478873
"1068",72,1468,276,40,135,478,990,136,50,1477,136,481,996,126,173,1017,0.993762993762994
"1069",77,1644,281,27,150,511,840,121,35,1644,150,511,840,102,185,1186,1
"1070",65,1503,277,37,152,406,898,100,42,1503,152,406,898,117,204,1037,1
"1071",83,1526,288,39,162,476,926,120,42,1526,162,476,926,108,143,1037,1
"1072",58,1432,261,29,150,461,1057,67,48,1432,150,461,1057,131,169,992,1
"1073",62,1515,335,37,124,474,1040,65,34,1515,124,474,1040,98,189,1019,1
"1075",62,1316,174,73,25,279,650,375,201,2050,39,435,1013,791,78,1044,0.641379310344828
"1076",77,1397,175,94,20,344,469,547,96,2021,29,498,678,631,78,1108,0.690763052208835
"1077",90,1491,232,95,19,512,618,293,193,1763,22,605,731,721,86,1145,0.846280991735537
"1078",73,1549,242,99,30,551,441,494,193,1873,36,666,533,679,127,1178,0.827327327327327
"1079",110,1496,222,93,56,650,474,460,171,1769,66,769,560,498,94,1125,0.845253576072822
"1080",108,1464,231,94,54,649,453,438,96,1839,68,815,569,401,131,1085,0.796319018404908
"1081",72,1458,236,82,27,549,514,398,96,1724,32,649,608,511,86,1113,0.845916795069337
"1082",100,1514,193,110,32,662,532,430,200,1593,34,696,560,419,113,1179,0.951149425287356
"1083",82,1519,219,105,57,599,375,270,193,1922,72,758,475,487,125,1138,0.79023746701847
"1084",87,1864,282,161,52,576,364,349,201,2305,64,712,450,482,123,1369,0.808988764044944
"1085",88,1645,234,95,48,491,393,226,163,2034,59,607,486,402,116,1268,0.808896210873147
"1086",72,1598,215,108,35,425,333,245,201,1976,43,526,412,367,118,1240,0.807984790874525
"1087",75,1648,248,88,29,431,313,230,163,2023,36,529,384,447,127,1283,0.814744801512287
"1088",60,1468,174,74,19,366,351,145,87,1640,21,409,392,373,125,1201,0.894865525672372
"1089",98,1695,237,96,31,501,324,326,171,2019,37,597,386,361,122,1331,0.839195979899497
"1090",94,1666,245,111,38,372,535,212,163,1985,45,443,637,335,118,1272,0.839729119638826
"1091",88,1458,173,58,22,374,574,170,98,1712,26,439,674,323,93,1205,0.851936218678816
"1092",83,1431,211,67,18,622,572,325,200,1705,21,741,799,338,117,1135,0.83940620782726
"1093",51,1338,164,64,31,349,725,198,168,1426,33,372,673,435,108,1079,0.938172043010753
"1094",70,1232,150,72,27,414,411,187,78,1313,29,441,506,302,78,983,0.938775510204082
"1095",58,1225,186,62,17,349,498,149,122,1297,18,370,576,292,91,960,0.943243243243243
"1096",69,1294,163,77,30,459,738,199,117,1398,32,496,797,262,121,1024,0.925403225806452
"1097",61,1458,233,77,34,519,618,190,152,1544,36,550,654,270,102,1114,0.943636363636364
"1098",71,1516,210,94,42,392,603,204,112,1648,46,426,656,264,136,1170,0.92018779342723
"1099",79,1458,181,95,33,396,588,182,186,1534,35,417,619,261,118,1149,0.949640287769784
"1100",85,1351,176,80,15,334,529,140,134,1440,16,356,564,254,102,1080,0.938202247191011
"1101",99,1437,205,84,29,373,579,197,112,1512,31,392,609,236,95,1119,0.951530612244898
"1102",75,1394,171,84,27,358,565,139,125,1496,29,384,606,263,109,1112,0.932291666666667
"1103",73,1353,156,80,13,273,419,145,72,1740,17,351,539,248,95,1104,0.777777777777778
"1104",80,1472,193,76,29,299,469,130,118,1703,34,346,543,252,97,1174,0.864161849710983
"1105",98,1571,216,104,29,378,411,74,84,1653,31,398,432,238,124,1222,0.949748743718593
"1106",82,1573,223,91,63,346,426,97,78,1676,67,369,454,247,151,1196,0.937669376693767
"1107",80,1640,225,85,65,447,402,75,53,1725,68,470,423,306,144,1265,0.951063829787234
"1108",97,1614,239,57,76,470,376,36,48,1698,80,494,396,206,127,1242,0.951417004048583
"1109",75,1427,260,66,42,503,491,80,56,1511,44,533,520,241,101,1059,0.943714821763602
"1110",82,1475,242,74,70,590,540,86,74,1562,74,625,572,230,120,1089,0.944
"1111",84,1560,256,82,76,436,546,48,44,1663,81,465,582,199,164,1146,0.937634408602151
"1112",85,1618,311,62,116,408,604,64,64,1702,122,429,635,191,178,1129,0.951048951048951
"1113",69,1496,237,54,66,420,480,87,64,1584,70,445,508,187,127,1139,0.943820224719101
"1114",74,1584,249,66,62,455,551,64,45,1677,66,482,583,199,155,1207,0.943983402489627
"1115",70,1597,277,45,35,410,482,58,52,1680,37,431,507,212,113,1240,0.951276102088167
"1116",66,1483,273,56,39,497,617,73,58,1570,41,526,653,229,134,1115,0.944866920152091
"1117",75,1437,245,86,66,664,669,72,56,1562,72,722,727,171,161,1040,0.919667590027701
"1118",89,1504,281,60,83,597,677,62,52,1592,88,632,717,186,166,1080,0.944620253164557
"1119",93,1505,271,74,98,553,604,59,46,1594,104,586,640,194,116,1062,0.943686006825939
"1120",105,1572,301,73,106,631,563,38,28,1654,112,664,592,170,131,1092,0.950301204819277
"1121",86,1529,278,37,41,614,447,61,42,1619,43,650,473,177,145,1173,0.944615384615385
"1122",66,1525,268,54,59,511,474,47,43,1604,62,538,499,207,118,1144,0.949814126394052
"1123",92,1544,270,75,60,662,457,79,66,1624,63,696,481,242,151,1139,0.951149425287356
"1124",100,1429,242,69,57,718,597,104,72,1484,59,746,620,181,160,1061,0.962466487935657
"1125",99,1502,254,53,87,770,590,93,45,1580,92,810,621,136,173,1108,0.950617283950617
"1126",88,1465,269,57,96,632,720,120,62,1541,101,665,757,168,159,1043,0.950375939849624
"1127",102,1554,248,49,160,671,600,123,52,1635,168,706,631,130,170,1097,0.95042492917847
"1128",94,1537,260,48,204,639,665,81,45,1617,215,672,700,134,193,1025,0.950892857142857
"1129",100,1559,257,38,190,622,670,92,72,1609,196,642,691,132,198,1074,0.968847352024922
"1130",102,1461,211,34,162,702,740,95,52,1547,172,743,784,111,179,1054,0.944818304172275
"1131",110,1608,288,62,219,689,722,95,49,1692,230,725,760,124,169,1039,0.950344827586207
"1132",97,1492,259,59,196,667,657,48,41,1570,206,702,691,136,145,978,0.95014245014245
"1133",104,1489,244,47,213,714,760,84,59,1577,226,756,805,141,165,985,0.944444444444444
"1134",98,1383,223,38,188,683,776,68,39,1455,198,718,816,117,157,934,0.95125348189415
"1135",88,1394,198,40,155,579,892,63,36,1466,163,609,938,134,143,1001,0.950738916256158
"1136",75,1364,175,53,181,521,894,77,49,1435,190,548,940,153,208,955,0.950729927007299
"1137",91,1412,204,48,154,614,925,87,53,1466,160,638,961,118,160,1006,0.962382445141066
"1138",86,1402,227,40,133,556,880,100,56,1475,140,585,926,130,149,1002,0.95042735042735
"1139",94,1429,203,42,165,627,837,90,47,1503,174,660,880,143,170,1019,0.95
"1140",100,1483,189,64,137,562,870,194,42,1456,135,552,854,188,141,1093,1.01811594202899
"1141",99,1361,178,34,110,453,867,124,70,1361,110,453,867,158,129,1039,1
"1142",80,1375,180,39,79,438,893,141,60,1375,79,438,893,170,126,1077,1
"1143",97,1329,193,32,78,492,891,172,77,1329,78,492,891,134,135,1026,1
"1144",95,1399,201,27,108,430,830,94,64,1399,108,430,830,133,128,1063,1
"1145",73,1285,203,38,82,485,881,56,47,1285,82,485,881,160,144,962,1
"1146",76,1234,202,36,67,439,980,57,43,1234,67,439,980,144,144,929,1
"1147",85,1405,185,52,97,484,823,80,51,1405,97,484,823,109,130,1071,1
"1148",88,1524,234,67,88,544,846,139,57,1533,89,547,851,134,136,1135,0.994515539305302
"1149",89,1469,213,38,95,489,755,76,40,1469,95,489,755,131,159,1123,1
"1150",89,1410,186,41,102,502,821,86,41,1474,107,525,858,169,152,1081,0.956190476190476
"1151",96,1482,220,29,111,500,800,110,50,1491,112,503,805,126,167,1122,0.99403578528827
"1152",102,1511,231,34,139,597,820,149,75,1511,139,597,820,157,122,1107,1
"1153",88,1355,217,31,118,611,825,138,52,1355,118,611,825,127,106,989,1
"1154",92,1371,200,34,91,486,744,144,55,1371,91,486,744,128,154,1046,1
"1155",98,1484,223,28,191,588,896,114,62,1484,191,588,896,124,160,1042,1
"1156",95,1435,251,27,149,610,818,137,52,1435,149,610,818,140,138,1008,1
"1157",79,1443,220,24,183,556,834,106,46,1443,183,556,834,118,123,1016,1
"1158",91,1453,208,24,147,489,841,122,72,1444,146,486,836,122,148,1074,1.00617283950617
"1159",93,1449,196,29,121,487,810,108,68,2134,178,717,1193,128,149,1103,0.679218967921897
"1160",88,1487,222,32,138,528,804,151,56,1487,138,528,804,139,131,1095,1
"1161",91,1358,197,34,146,541,925,166,76,1358,146,541,925,168,132,981,1
"1162",79,1316,213,23,102,488,829,109,69,1316,102,488,829,163,146,978,1
"1163",95,1434,226,28,129,539,846,136,58,1434,129,539,846,166,131,1051,1
"1164",73,1389,236,23,125,445,923,128,59,1389,125,445,923,155,144,1005,1
"1165",95,1354,218,25,100,440,953,132,46,1362,101,443,959,143,127,1011,0.993227990970655
"1166",78,1329,244,17,90,513,896,82,55,1346,91,519,907,119,155,978,0.988439306358382
"1167",86,1436,222,27,129,538,952,141,65,1436,129,538,952,130,123,1058,1
"1168",93,1366,191,29,108,583,957,126,68,1366,108,583,957,123,126,1038,1
"1169",63,1333,201,34,72,503,899,142,78,1333,72,503,899,173,136,1026,1
"1170",81,1458,234,28,130,492,937,126,61,1458,130,492,937,132,141,1066,1
"1171",82,1499,227,41,163,520,976,105,53,2130,232,739,1387,125,148,1068,0.703653585926928
"1172",90,1396,215,33,150,516,1190,124,40,1396,150,516,1190,125,143,998,1
"1173",88,1488,242,33,174,498,1079,131,64,1488,174,498,1079,116,104,1039,1
"1174",83,1374,209,27,159,447,1056,137,53,1374,159,447,1056,134,154,979,1
"1175",77,1480,253,23,187,594,1030,167,68,1480,187,594,1030,137,134,1017,1
"1176",86,1408,265,28,211,668,1083,95,42,1408,211,668,1083,135,151,904,1
"1177",86,1399,264,27,206,519,1062,89,42,1399,206,519,1062,116,138,902,1
"1178",92,1464,286,29,155,428,940,96,37,1464,155,428,940,90,134,994,1
"1179",85,1328,260,25,124,407,985,80,36,1328,124,407,985,119,164,919,1
"1180",71,1374,284,21,149,541,1094,58,35,1374,149,541,1094,106,141,920,1
"1181",88,1552,307,58,153,601,959,128,49,1552,153,601,959,115,174,1034,1
"1182",74,1573,167,34,15,59,241,144,81,3861,37,145,592,972,108,1357,0.406896551724138
"1183",95,1779,203,97,24,157,378,286,171,4803,65,424,1021,721,100,1455,0.370283018867925
"1184",87,1488,190,107,23,234,509,321,193,2485,38,391,850,787,78,1168,0.59846547314578
"1185",102,1506,228,104,26,219,612,242,201,2259,39,329,918,639,104,1148,0.665653495440729
"1186",77,1426,182,120,27,220,648,394,200,2063,39,318,937,665,91,1097,0.691823899371069
"1187",79,1541,217,105,24,488,665,241,200,1836,29,581,792,706,83,1195,0.839931153184165
"1188",91,1691,231,117,32,519,424,555,200,2014,38,618,505,684,78,1311,0.839805825242718
"1189",58,1412,220,80,17,386,725,382,201,1694,20,463,870,731,91,1095,0.833693304535637
"1190",32,1466,200,88,26,376,612,238,171,1721,31,441,718,686,129,1152,0.852607709750567
"1191",108,1608,191,80,18,503,565,419,200,1973,22,617,693,466,137,1319,0.815235008103728
"1192",64,1475,154,82,20,524,559,272,201,1744,24,620,661,542,146,1219,0.845161290322581
"1193",67,1287,142,65,19,461,541,293,96,1372,20,491,577,500,129,1061,0.938900203665988
"1194",65,1536,229,95,25,629,397,263,201,1991,32,815,515,425,109,1187,0.771779141104294
"1195",45,1503,216,110,52,436,454,270,193,1873,65,543,566,533,72,1125,0.802946593001842
"1196",43,1632,211,90,42,428,399,193,123,2018,52,529,493,590,119,1289,0.809073724007561
"1197",47,1480,176,99,46,459,528,241,193,1830,57,568,653,587,76,1159,0.808098591549296
"1198",65,1492,199,87,50,461,565,243,193,1859,62,574,704,492,124,1156,0.803135888501742
"1199",75,1490,161,76,34,402,460,252,201,1599,36,431,494,410,90,1219,0.932714617169374
"1200",80,1582,205,72,43,465,400,248,200,1686,46,496,426,407,75,1262,0.9375
"1201",64,1276,179,27,125,626,1015,167,59,1276,125,626,1015,167,149,945,1
"1202",65,1305,202,24,126,592,985,91,73,1305,126,592,985,136,142,953,1
"1203",69,1195,161,23,105,546,930,83,53,1202,106,549,936,139,153,906,0.994535519125683
"1204",68,1250,173,23,91,490,901,66,59,1298,95,509,936,144,151,963,0.962671905697446
"1205",74,1399,229,40,145,563,977,110,66,1399,145,563,977,145,167,985,1
"1206",68,1343,242,34,146,553,922,65,64,1343,146,553,922,180,162,921,1
"1207",66,1334,171,38,89,514,915,62,61,1342,90,517,921,153,161,1036,0.994197292069632
"1208",67,1425,255,46,125,443,862,85,67,1425,125,443,862,139,165,999,1
"1209",93,1530,265,38,173,520,805,95,53,1530,173,520,805,150,144,1054,1
"1210",96,1562,293,41,186,552,750,101,53,1572,187,555,755,128,154,1042,0.994594594594595
"1211",86,1555,298,36,203,455,745,131,56,1555,203,455,745,147,189,1018,1
"1212",92,1428,257,30,143,446,685,58,54,2122,213,663,1018,117,201,998,0.672699849170437
"1213",95,1599,277,41,216,484,714,84,52,1599,216,484,714,125,185,1065,1
"1214",87,1556,281,57,132,475,665,101,49,1556,132,475,665,113,162,1086,1
"1215",71,1476,252,44,102,465,751,69,34,1485,103,468,756,143,154,1078,0.993589743589744
"1216",77,1402,257,38,128,533,992,101,50,1411,129,536,998,147,147,979,0.994402985074627
"1217",91,1552,272,46,163,598,1040,176,74,1552,163,598,1040,145,155,1071,1
"1218",87,1409,258,26,113,439,911,159,55,1409,113,439,911,120,146,1012,1
"1219",81,1415,235,32,126,455,791,165,62,1415,126,455,791,155,164,1022,1
"1220",74,1408,247,36,128,519,821,164,72,1408,128,519,821,149,152,997,1
"1221",83,1523,247,53,116,556,802,106,68,1523,116,556,802,118,176,1107,1
"1222",75,1472,335,30,139,587,958,83,52,2074,196,827,1350,120,183,968,0.709794437726723
"1223",73,1495,280,47,144,565,900,118,45,1682,162,636,1013,118,209,1024,0.888364779874214
"1224",80,1578,304,40,178,624,986,101,48,1578,178,624,986,134,180,1056,1
"1225",78,1424,296,27,136,497,973,104,55,1433,137,500,979,126,172,965,0.994
"1226",74,1439,266,17,152,532,1039,81,59,1439,152,532,1039,110,192,1004,1
"1227",74,1533,301,30,166,662,1072,82,33,1543,167,666,1079,128,143,1036,0.993993993993994
"1228",73,1366,297,25,177,620,1245,72,44,1366,177,620,1245,118,187,867,1
"1229",68,1378,273,30,209,488,1399,66,36,1378,209,488,1399,103,156,866,1
"1230",56,1369,269,29,139,500,1125,94,50,1369,139,500,1125,103,154,932,1
"1231",68,1423,266,24,196,547,1221,99,39,1423,196,547,1221,114,142,937,1
"1232",67,1366,297,32,136,543,1320,139,40,1374,137,546,1328,118,133,901,0.994505494505495
"1233",81,1413,327,19,175,531,1162,79,34,1413,175,531,1162,119,139,892,1
"1234",75,1400,301,20,180,502,1233,71,37,1400,180,502,1233,117,126,899,1
"1235",74,1562,233,101,40,434,414,155,149,1903,49,529,504,393,118,1188,0.820415879017013
"1236",73,1594,312,79,56,392,353,144,127,1899,67,467,420,376,83,1147,0.839400428265525
"1237",51,1261,203,85,20,304,547,155,186,1491,24,359,647,310,102,953,0.846796657381616
"1238",69,1203,207,73,24,320,879,181,160,1291,26,343,1054,342,82,899,0.932944606413994
"1239",59,1274,156,70,28,330,744,252,171,1376,30,356,902,295,84,1020,0.926966292134832
"1240",53,1334,144,62,13,418,450,239,193,1431,14,448,494,332,74,1115,0.933035714285714
"1241",45,1185,159,44,10,342,752,145,96,1263,11,365,807,298,107,972,0.936986301369863
"1242",71,1261,156,49,10,482,551,206,142,1353,11,517,640,283,106,1046,0.932301740812379
"1243",67,1376,167,57,17,490,512,226,112,1447,18,515,625,322,95,1135,0.951456310679612
"1244",97,1383,215,92,21,503,562,292,200,1474,22,536,784,317,98,1055,0.938432835820896
"1245",95,1348,164,85,20,463,626,302,201,1418,21,487,659,276,128,1079,0.950718685831622
"1246",85,1310,185,85,19,494,673,231,171,1378,20,520,708,265,122,1021,0.95
"1247",90,1297,161,84,13,485,573,197,112,1373,14,514,607,244,107,1039,0.943579766536965
"1248",80,1311,180,64,13,566,632,196,152,1388,14,599,669,246,126,1054,0.944908180300501
"1249",78,1311,183,74,4,529,608,176,125,1388,4,560,644,266,134,1050,0.944642857142857
"1250",91,1448,197,62,5,476,457,173,74,1833,6,602,578,286,120,1184,0.790697674418605
"1251",65,1433,205,73,28,481,591,164,122,1658,32,557,684,263,100,1127,0.863554757630162
"1252",72,1626,248,86,38,461,579,172,122,1733,41,491,617,247,101,1254,0.938900203665988
"1253",85,1554,254,102,44,489,500,118,70,1645,47,518,529,248,162,1154,0.944015444015444
"1254",73,1467,241,80,47,482,465,99,57,1543,49,507,489,211,169,1099,0.95069033530572
"1255",79,1520,237,98,28,563,474,108,71,1609,30,596,502,226,193,1157,0.944630872483222
"1256",97,1639,268,93,23,540,412,121,92,1724,24,568,433,180,157,1255,0.950704225352113
"1257",103,1692,269,76,60,572,458,144,94,1815,64,614,491,185,178,1287,0.931596091205212
"1258",87,1647,264,105,46,599,399,132,96,1779,50,647,431,199,139,1232,0.9258114374034
"1259",89,1629,282,92,31,524,378,140,55,1714,33,551,398,204,131,1224,0.950998185117967
"1260",79,1588,291,98,42,506,410,116,62,1670,44,532,431,189,154,1157,0.951127819548872
"1261",76,1540,260,70,51,593,426,92,65,1641,54,632,454,204,166,1159,0.938291139240506
"1262",99,1704,316,103,60,565,461,106,70,1793,63,594,485,163,158,1225,0.951178451178451
"1263",97,1670,324,98,52,506,483,76,67,1757,55,532,508,149,156,1196,0.951127819548872
"1264",98,1646,319,105,64,531,465,74,49,1732,67,559,489,131,165,1158,0.949910554561717
"1265",106,1690,299,92,64,574,421,69,53,1801,68,612,449,142,159,1235,0.937908496732026
"1266",70,1611,296,75,54,608,476,50,45,1717,58,648,507,172,178,1186,0.938271604938272
"1267",71,1685,270,101,34,631,430,57,39,1784,36,668,455,181,197,1280,0.944610778443114
"1268",77,1651,259,89,50,626,533,65,37,1748,53,663,564,180,192,1253,0.944193061840121
"1269",80,1719,298,77,91,615,407,70,40,1844,98,660,437,192,192,1253,0.931818181818182
"1270",69,1581,265,84,47,583,490,100,50,1685,50,621,522,218,178,1185,0.938808373590982
"1271",67,1528,280,70,55,492,530,99,42,1607,58,518,558,202,175,1123,0.94980694980695
"1272",74,1580,270,84,55,494,513,83,38,1662,58,520,540,198,178,1171,0.95
"1273",67,1463,240,53,43,623,575,105,31,1570,46,668,617,238,143,1127,0.932634730538922
"1274",89,1406,259,53,50,641,613,150,58,1489,53,679,649,190,154,1044,0.944035346097202
"1275",67,1458,196,44,35,494,502,134,62,1534,37,520,528,229,164,1183,0.95
"1276",92,1446,207,66,28,573,514,116,68,1521,29,603,541,193,130,1145,0.950248756218905
"1277",67,1298,196,50,44,552,562,56,54,1365,46,581,591,149,159,1008,0.950086058519793
"1278",59,1318,215,79,33,601,606,80,51,1396,35,636,642,163,152,991,0.944968553459119
"1279",53,1399,218,43,85,624,521,48,35,1472,89,656,548,169,177,1053,0.951219512195122
